committee_id,committee_name,report_year,report_type,image_number,filing_form,link_id,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_city,recipient_state,recipient_zip,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_type_description,disbursement_description,disbursement_purpose_category,memo_code,memo_code_full,memo_text,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office_state,candidate_office_state_full,election_type,election_type_full,fec_election_type_desc,fec_election_year,two_year_transaction_period,amendment_indicator,amendment_indicator_desc,schedule_type,schedule_type_full,load_date,sub_id,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,pdf_url,line_number_label,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_employer,payee_occupation,category_code,category_code_full,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,ref_disp_excess_flg,comm_dt,spender_committee_type,spender_committee_org_type,spender_committee_designation
C00162339,OHIO REPUBLICAN PARTY STATE CENTRAL & EXECUTIVE COMMITTEE,2025,M8,202508189789493165,F3X,4081820251218463076,21B,SB21B.I31856,1911507,ORG,ORGANIZATION,,,OYAMEL,WASHINGTON,DC,20004,,,,,DINNER MEETING,OTHER,X,,,2025-07-11 00:00:00,286.50,,,,,,,,,,,,,,,,,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2025-08-21 03:36:05,4082020251219128813,,SB21B.I31783,SB21B,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202508189789493165,Other Federal Operating Expenditures,,,,,,,,,,,,,,,,,,Y,"",U
C00543363,CITIZENS FOR BOYLE,2026,Q1,202604159857642547,F3,4041520261435730621,17,501042352,1964502,ORG,ORGANIZATION,,,NATIONAL DEMOCRATIC CLUB,WASHINGTON,DC,200034006,,,,,MEAL,TRAVEL,X,,*,2026-01-12 00:00:00,122.80,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-05-21 02:51:42,4052020261510951866,,501042337,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202604159857642547,Operating Expenditures,,,,,,,,,,,,,,,,,,H,,P
C00444620,FRIENDS OF GLENN THOMPSON,2026,Q1,202604159857822556,F3,4041520261435730918,17,B-1262393,1965231,ORG,ORGANIZATION,,,CAPITOL HILL CLUB,WASHINGTON,DC,20003,,,,,MEAL EXPENSE,TRAVEL,,,,2026-01-09 00:00:00,995.58,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-05-20 02:51:30,4051920261510757870,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202604159857822556,Operating Expenditures,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,,,H,,P
C00303305,PETE SESSIONS FOR CONGRESS,2026,Q1,202604159862434402,F3,4041520261435731171,17,B803A51AF3CDD4C64A16,1965902,ORG,ORGANIZATION,,,CAPITAL GRILLE,WASHINGTON,DC,200042601,,,,,FUNDRAISER MEAL,TRAVEL,X,,,2026-01-21 00:00:00,2638.46,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-05-20 02:51:30,4051920261510744563,,B06F46CE37CCF4C5F9F2,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202604159862434402,Operating Expenditures,,,,,,,,003,Solicitation and Fundraising Expenses ,,,,,,,,,H,,P
C00922492,JASON KNAPP FOR CONGRESS,2026,Q1,202604159857601647,F3,4041520261435730606,17,8128662I,1964455,CAN,CANDIDATE,,,"KNAPP, JASON",WASHINGTON,DC,200051503,,,,,MEALS,TRAVEL,,,* IN-KIND RECEIVED,2026-03-26 00:00:00,8.13,H,HOUSE,01,H6VA01307,,,,,,,VA,VIRGINIA,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-05-20 02:51:30,4051920261510755212,,8128662,SA11D,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202604159857601647,Operating Expenditures,KNAPP,JASON,,,,,,,,,,,,,,,,H,,P
C00860064,MCDOWELL FOR CONGRESS,2026,Q1,202604159862340296,F3,4041520261435731079,17,SB17.1120063,1965657,ORG,ORGANIZATION,,,JOE'S SEAFOOD,WASHINGTON,DC,20005,,,,,MEETING EXPENSE: MEALS,TRAVEL,,,,2026-02-12 00:00:00,130.99,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-05-20 02:51:30,4051920261510745990,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202604159862340296,Operating Expenditures,,,,,,,,,,,,,,,,,,H,,P
C00786657,FRY FOR CONGRESS,2026,Q1,202604159857761094,F3,4041520261435730810,17,B5D1EA7C345A3480B8E5,1964985,ORG,ORGANIZATION,,,CAPITOL HILL CLUB,WASHINGTON,DC,200031801,,,,,MEAL EXPENSE,TRAVEL,,,,2026-01-16 00:00:00,96.20,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-05-20 02:51:30,4051920261510753140,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202604159857761094,Operating Expenditures,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,,,H,,P
C00303305,PETE SESSIONS FOR CONGRESS,2026,Q1,202604159862434392,F3,4041520261435731171,17,BFC4A7F5F8BFA4559A58,1965902,ORG,ORGANIZATION,,,JIMMY JOHN'S,WASHINGTON,DC,202190001,,,,,MEETING MEAL EXPENSE,TRAVEL,X,,,2025-12-19 00:00:00,118.87,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-05-20 02:51:30,4051920261510744532,,B4E43AC0F280D4794B97,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202604159862434392,Operating Expenditures,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,,,H,,P
C00303305,PETE SESSIONS FOR CONGRESS,2026,Q1,202604159862434399,F3,4041520261435731171,17,BD1A2C4D7748A446A851,1965902,ORG,ORGANIZATION,,,JIMMY JOHN'S,WASHINGTON,DC,202190001,,,,,VOLUNTEER MEAL,TRAVEL,X,,,2026-01-05 00:00:00,113.91,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-05-20 02:51:30,4051920261510744554,,B06F46CE37CCF4C5F9F2,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202604159862434399,Operating Expenditures,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,,,H,,P
C00859496,HERB CONAWAY FOR CONGRESS,2026,Q1,202604159857599844,F3,4041520261435730599,17,500254888,1964438,ORG,ORGANIZATION,,,THE NATIONAL DEMOCRATIC CLUB,WASHINGTON,DC,200034006,,,,,MEALS,TRAVEL,,,,2026-03-02 00:00:00,10.00,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-05-20 02:51:30,4051920261510755355,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202604159857599844,Operating Expenditures,,,,,,,,,,,,,,,,,,H,,P
C00558320,DONALD NORCROSS FOR CONGRESS,2026,Q1,202604159857707756,F3,4041520261435730732,17,SB17.43059.2,1964791,ORG,ORGANIZATION,,,"WE, THE PIZZA",WASHINGOTN,DC,20003,,,,,MEETING / MEAL,TRAVEL,X,,,2026-01-09 00:00:00,501.95,,,,,,,,,,,,,,,,,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-05-20 02:51:30,4051920261510756501,,SB17.43059,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202604159857707756,Operating Expenditures,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,,,H,,P
C00458315,MORAN FOR KANSAS,2026,Q1,202604159862278941,F3,4041520261435730964,17,B94860E039D0540FDB36,1965331,ORG,ORGANIZATION,,,RAKUYA,WASHINGTON,DC,200091293,,,,,STAFF MEALS,TRAVEL,X,,,2025-12-31 00:00:00,300.96,,,,,,,,,,,,,P2028,,PRIMARY,2028,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-05-20 02:51:30,4051920261510758410,,BD38C9CC6D5CC45F5AC5,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202604159862278941,Operating Expenditures,,,,,,,,,,,,,,,,,,S,,P
C00721449,JAKE AUCHINCLOSS FOR CONGRESS,2026,Q1,202604159857667323,F3,4041520261435730647,17,500808209,1964568,ORG,ORGANIZATION,,,PRETZEL BAKERY,WASHINGTON,DC,200036608,,,,,MEALS,TRAVEL,,,,2026-01-06 00:00:00,112.50,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-05-20 02:51:30,4051920261510747716,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202604159857667323,Operating Expenditures,,,,,,,,,,,,,,,,,,H,,P
C00162339,OHIO REPUBLICAN PARTY STATE CENTRAL & EXECUTIVE COMMITTEE,2025,M6,202506199762349900,F3X,4061920251206146119,21B,SB21B.I31707,1896300,ORG,ORGANIZATION,,,TOSCA RISTORANTE & BAR,WASHINGTON,DC,20004,,,,,DINNER FOR STAFF AND DONORS,OTHER,X,,,2025-05-01 00:00:00,1025.00,,,,,,,,,,,,,,,,,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2025-06-24 03:36:15,4062320251206971528,,SB21B.I31639,SB21B,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202506199762349900,Other Federal Operating Expenditures,,,,,,,,,,,,,,,,,,Y,"",U
C00789404,GABE VASQUEZ FOR CONGRESS,2025,Q3,202510159790988117,F3,4101520251292819475,17,500342543,1920265,ORG,ORGANIZATION,,,AMA,WASHINGTON,DC,200033385,,,,,MEALS,TRAVEL,,,,2025-07-25 00:00:00,93.97,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-01-08 02:36:06,4010720261300333331,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202510159790988117,Operating Expenditures,,,,,,,,,,,,,,,,,,H,"",P
C00789404,GABE VASQUEZ FOR CONGRESS,2025,Q1,202504159755797123,F3,4041520251184156852,17,500327549,1887619,ORG,ORGANIZATION,,,PARAISO DC,WASHINGTON,DC,200032277,,,,,MEALS,TRAVEL,,,,2025-02-13 00:00:00,33.60,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2025-04-25 03:36:35,4042420251186629084,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755797123,Operating Expenditures,,,,,,,,,,,,,,,,,,H,"",P
C00789404,GABE VASQUEZ FOR CONGRESS,2026,Q1,202604159857310617,F3,4041520261435730364,17,500365457,1963708,ORG,ORGANIZATION,,,RESERVOIR,WASHINGTON,DC,200016000,,,,,MEALS,TRAVEL,,,,2026-02-12 00:00:00,27.72,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-05-06 03:36:55,4050520261509480262,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202604159857310617,Operating Expenditures,,,,,,,,,,,,,,,,,,H,"",P
C00789404,GABE VASQUEZ FOR CONGRESS,2025,Q2,202507159763385876,F3,4071520251208390897,17,500333963,1902828,ORG,ORGANIZATION,,,SONOMA,WASHINGTON,DC,200031107,,,,,MEALS,TRAVEL,,,,2025-05-15 00:00:00,254.80,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2025-08-14 03:36:31,4081320251217094253,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202507159763385876,Operating Expenditures,,,,,,,,,,,,,,,,,,H,"",P
C00789404,GABE VASQUEZ FOR CONGRESS,2025,Q1,202504159755797087,F3,4041520251184156852,17,500327205,1887619,ORG,ORGANIZATION,,,TUNE INN RESTAURANT & BAR,WASHINGTON,DC,200031148,,,,,MEALS,TRAVEL,,,,2025-02-06 00:00:00,159.25,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2025-04-25 03:36:35,4042420251186628976,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755797087,Operating Expenditures,,,,,,,,,,,,,,,,,,H,"",P
C00789404,GABE VASQUEZ FOR CONGRESS,2025,YE,202601319795589093,F3,4013120261304426351,17,500352112,1942127,ORG,ORGANIZATION,,,RESERVOIR,WASHINGTON,DC,200016000,,,,,MEALS,TRAVEL,,,,2025-11-07 00:00:00,51.59,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-03-11 02:51:36,4031020261420686917,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601319795589093,Operating Expenditures,,,,,,,,,,,,,,,,,,H,"",P
C00440362,JIM RISCH FOR U.S. SENATE COMMITTEE,2025,YE,202604169863133007,F3,4041620261435907538,17,B7E1BB17B74B4477D9D3,1967965,ORG,ORGANIZATION,,,US SENATE,WASHINGTON,DC,20004,,,,,MEALS/CATERING,TRAVEL,X,,,2025-09-09 00:00:00,123.00,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,N,NO CHANGE,SB,ITEMIZED DISBURSEMENTS,2026-05-21 02:51:42,4052020261510959025,,B9337541969BD4449A5C,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202604169863133007,Operating Expenditures,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,,,S,,P
C00573980,KELLY FOR CONGRESS,2026,Q1,202604159857578905,F3,4041520261435730551,17,SB17.30452.16,1964286,ORG,ORGANIZATION,,,TUNNICLLIFFS TAVERN,WASHINGTON,DC,20003,,,,,MEAL,TRAVEL,X,,,2026-02-26 00:00:00,329.18,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-05-21 02:51:42,4052020261510955884,,SB17.30452,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202604159857578905,Operating Expenditures,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,,,H,,P
C00859892,VINCE FONG FOR CONGRESS,2025,YE,202604159857708722,F3,4041520261435730740,17,BFBDE1FD7AFD34487A7F,1964809,ORG,ORGANIZATION,,,PARAISO TAQUERIA,WASHINGTON,DC,20003,,,,,STAFF MEALS,TRAVEL,X,,,2025-12-09 00:00:00,210.60,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-05-21 02:51:42,4052020261510946985,,B73174B17A3EF4078AD3,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202604159857708722,Operating Expenditures,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,,,H,,P
C00543363,CITIZENS FOR BOYLE,2026,Q1,202604159857642566,F3,4041520261435730621,17,501047919,1964502,ORG,ORGANIZATION,,,NATIONAL DEMOCRATIC CLUB,WASHINGTON,DC,200034006,,,,,MEAL,TRAVEL,X,,*,2026-03-11 00:00:00,190.20,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-05-21 02:51:42,4052020261510951924,,501045799,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202604159857642566,Operating Expenditures,,,,,,,,,,,,,,,,,,H,,P
C00116632,HAL ROGERS FOR CONGRESS,2026,Q1,202604159857681624,F3,4041520261435730683,17,B-42736,1964676,ORG,ORGANIZATION,,,THE CAPITOL HILL CLUB,WASHINGTON,DC,20003,,,,,MEAL EXPENSE,TRAVEL,X,,MEMO: SUBVENDOR OF-CARDMEMBER SERVICE,2026-02-18 00:00:00,301.24,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-05-21 02:51:42,4052020261510948245,,B-42707,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202604159857681624,Operating Expenditures,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,,,H,,P
C00366948,STEPHEN LYNCH FOR CONGRESS,2026,Q1,202604159857616391,F3,4041520261435730613,17,501305362,1964484,ORG,ORGANIZATION,,,THE CONGRESSIONAL CLUB,WASHINGTON,DC,200093414,,,,,FIRST LADIES LUNCHEON EVENT,OTHER,X,,*,2026-01-06 00:00:00,500.00,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-05-21 02:51:42,4052020261510950181,,501305347,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202604159857616391,Operating Expenditures,,,,,,,,,,,,,,,,,,H,,P
C00792598,"MARK ALFORD FOR CONGRESS, INC.",2026,Q1,202604159857721154,F3,4041520261435730754,17,BE11CA6579B2D4660B19,1964840,ORG,ORGANIZATION,,,CAPITOL HILL CLUB,WASHINGTON,DC,20003,,,,,MEALS,TRAVEL,,,,2026-02-18 00:00:00,228.15,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-05-21 02:51:42,4052020261510949542,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202604159857721154,Operating Expenditures,,,,,,,,,,,,,,,,,,H,,P
C00915041,ANGIE FOR FLORIDA,2026,Q1,202604169863124055,F3,4041620261435907508,17,SB17.10158,1967831,ORG,ORGANIZATION,,,CHARLENE'S BAR & GRILLE,WASHINGTON,DC,20001,,,,,MEALS,TRAVEL,,,,2026-03-25 00:00:00,400.00,,,,,,,,,,,,,,,,,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-05-21 02:51:42,4052020261510960957,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202604169863124055,Operating Expenditures,,,,,,,,,,,,,,,,,,S,,P
C00116632,HAL ROGERS FOR CONGRESS,2026,Q1,202604159857681624,F3,4041520261435730683,17,B-42653,1964676,ORG,ORGANIZATION,,,THE CAPITOL HILL CLUB,WASHINGTON,DC,20003,,,,,MEAL EXPENSE,TRAVEL,X,,MEMO: SUBVENDOR OF-CARDMEMBER SERVICE,2026-01-20 00:00:00,416.53,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-05-21 02:51:42,4052020261510948244,,B-42627,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202604159857681624,Operating Expenditures,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,,,H,,P
C00859892,VINCE FONG FOR CONGRESS,2025,YE,202604159857708730,F3,4041520261435730740,17,B95479F9089E44D66A1C,1964809,ORG,ORGANIZATION,,,CAPITOL HILL CLUB,WASHINGTON,DC,200031801,,,,,MEALS,TRAVEL,X,,,2025-12-19 00:00:00,235.42,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-05-21 02:51:42,4052020261510947009,,B4EED1E60DA9B4FFEA69,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202604159857708730,Operating Expenditures,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,,,H,,P
C00734319,BOOKER VICTORY FUND,2026,Q1,202604159857307940,F3X,4041520261435733767,21B,500060047,1963680,ORG,ORGANIZATION,,,"WHOLE FOODS - WASHINGTON, DC",WASHINGTON,DC,200051908,,,,,MEALS,TRAVEL,X,,*,2026-02-26 00:00:00,88.98,,,,,,,,,,,,,,,,,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-05-21 02:51:42,4052020261510957562,,500059918,SB21B,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202604159857307940,Other Federal Operating Expenditures,,,,,,,,,,,,,,,,,,N,,J
C00632067,RON ESTES FOR CONGRESS,2026,Q1,202604159862272943,F3,4041520261435730952,17,B03FE9EEFFC4D496886B,1965314,ORG,ORGANIZATION,,,TALAY THAI,WASHINGTON,DC,200031826,,,,,MEALS,TRAVEL,X,,,2026-01-23 00:00:00,333.37,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-05-21 02:51:42,4052020261510943152,,BF5782AC3BA654807B76,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202604159862272943,Operating Expenditures,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,,,H,,P
C00632067,RON ESTES FOR CONGRESS,2026,Q1,202604159862272940,F3,4041520261435730952,17,B295843C974DD4B15B14,1965314,ORG,ORGANIZATION,,,CAPITOL HILL CLUB,WASHINGTON,DC,200031801,,,,,MEAL EXPENSE,TRAVEL,X,,,2026-01-15 00:00:00,322.64,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-05-21 02:51:42,4052020261510943145,,BF5782AC3BA654807B76,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202604159862272940,Operating Expenditures,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,,,H,,P
C00617662,CAPTAIN HIGGINS FOR CONGRESS,2026,Q1,202604159857582590,F3,4041520261435730572,17,BA39742FD27824327AAE,1964343,ORG,ORGANIZATION,,,CAPITOL HILL CLUB,WASHINGTON,DC,200031801,,,,,MEETINGS/MEALS,TRAVEL,,,,2026-01-16 00:00:00,369.75,,,,,,,,,,,,,,,,,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-05-21 02:51:42,4052020261510950310,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202604159857582590,Operating Expenditures,,,,,,,,,,,,,,,,,,H,,P
C00305318,BLUE DOG POLITICAL ACTION COMMITTEE,2026,M4,202604159857279662,F3X,4041520261435733561,21B,500102843,1963361,ORG,ORGANIZATION,,,NATIONAL DEMOCRATIC CLUB,WASHINGTON,DC,200034006,,,,,MEMBERSHIP DUES AND FUNDRAISING MEETING MEALS,TRAVEL,X,,*,2026-03-03 00:00:00,359.12,,,,,,,,,,,,,,,,,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-05-21 02:51:42,4052020261510953939,,500102844,SB21B,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202604159857279662,Other Federal Operating Expenditures,,,,,,,,,,,,,,,,,,Q,,U
C00632067,RON ESTES FOR CONGRESS,2026,Q1,202604159862272955,F3,4041520261435730952,17,B40B14FA6853949899C9,1965314,ORG,ORGANIZATION,,,CAPITOL HILL CLUB,WASHINGTON,DC,200031801,,,,,MEAL EXPENSE,TRAVEL,X,,,2025-12-15 00:00:00,1505.52,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-05-21 02:51:42,4052020261510943189,,B219F58DED8124DFAB4E,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202604159862272955,Operating Expenditures,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,,,H,,P
C00792598,"MARK ALFORD FOR CONGRESS, INC.",2026,Q1,202604159857721153,F3,4041520261435730754,17,B376FDD53E52E466E82E,1964840,ORG,ORGANIZATION,,,CAPITOL HILL CLUB,WASHINGTON,DC,20003,,,,,MEALS,TRAVEL,,,,2026-01-16 00:00:00,335.01,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-05-21 02:51:42,4052020261510949541,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202604159857721153,Operating Expenditures,,,,,,,,,,,,,,,,,,H,,P
C00859892,VINCE FONG FOR CONGRESS,2025,YE,202604159857708721,F3,4041520261435730740,17,B732FD7E9F1BD410781F,1964809,ORG,ORGANIZATION,,,CAPITOL HILL CLUB,WASHINGTON,DC,200031801,,,,,MEALS,TRAVEL,X,,,2025-12-09 00:00:00,304.49,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-05-21 02:51:42,4052020261510946982,,B73174B17A3EF4078AD3,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202604159857708721,Operating Expenditures,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,,,H,,P
C00653923,VERONICA ESCOBAR FOR CONGRESS,2026,Q1,202604159857739815,F3,4041520261435730779,17,500181130,1964913,ORG,ORGANIZATION,,,WISEGUY PIZZA,WASHINGTON,DC,200012640,,,,,MEALS,TRAVEL,X,,*,2026-02-18 00:00:00,118.76,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-05-21 02:51:42,4052020261510946388,,500181115,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202604159857739815,Operating Expenditures,,,,,,,,,,,,,,,,,,H,,P
C00789404,GABE VASQUEZ FOR CONGRESS,2025,YE,202601319795589093,F3,4013120261304426351,17,500351302,1942127,ORG,ORGANIZATION,,,RESERVOIR,WASHINGTON,DC,200016000,,,,,MEALS,TRAVEL,,,,2025-10-24 00:00:00,49.13,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-03-11 02:51:36,4031020261420686915,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601319795589093,Operating Expenditures,,,,,,,,,,,,,,,,,,H,"",P
C00789404,GABE VASQUEZ FOR CONGRESS,2026,Q1,202604159857310598,F3,4041520261435730364,17,500366625,1963708,ORG,ORGANIZATION,,,RESERVOIR,WASHINGTON,DC,200016000,,,,,MEALS,TRAVEL,,,,2026-02-19 00:00:00,25.79,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-05-06 03:36:55,4050520261509480203,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202604159857310598,Operating Expenditures,,,,,,,,,,,,,,,,,,H,"",P
C00789404,GABE VASQUEZ FOR CONGRESS,2026,Q1,202604159857310550,F3,4041520261435730364,17,500369521,1963708,ORG,ORGANIZATION,,,CAVA,WASHINGTON,DC,200162994,,,,,MEALS,TRAVEL,,,,2026-02-25 00:00:00,12.93,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-05-06 03:36:55,4050520261509480059,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202604159857310550,Operating Expenditures,,,,,,,,,,,,,,,,,,H,"",P
C00815415,"LAWLER FOR CONGRESS, INC.",2025,Q1,202504149755287469,F3,4041420251183966060,17,B-3229133,1885757,ORG,ORGANIZATION,,,THE HAMILTON,WASHINGTON,DC,20005,,,,,TEAM DINNER,OTHER,X,,MEMO: SUBVENDOR OF-M&T CREDIT CARD PAYMENT PROCESSING,2025-02-18 00:00:00,1157.54,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2025-04-17 03:37:18,4041620251184898360,,B-3229116,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202504149755287469,Operating Expenditures,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,,,H,"",P
